Date,Open,High,Low,Close,Adj Close,Volume
2012-07-01,3.472500,3.475000,3.040000,3.385000,3.106065,849987200
2012-08-01,3.405000,3.805000,3.275000,3.507500,3.218470,991712400
2012-09-01,3.450000,3.522500,3.237500,3.335000,3.060184,874944800
2012-10-01,3.350000,3.450000,2.957500,2.995000,2.748201,813577200
2012-11-01,3.010000,3.270000,2.787500,2.992500,2.745907,998561200
2012-12-01,3.030000,3.202500,2.925000,3.065000,2.830578,803734000
2013-01-01,3.140000,3.297500,2.977500,3.065000,2.830578,918161200
2013-02-01,3.090000,3.212500,3.012500,3.165000,2.922930,990168000
2013-03-01,3.142500,3.250000,3.080000,3.207500,2.980351,661370800
2013-04-01,3.200000,3.442500,3.010000,3.442500,3.198709,938607600
2013-05-01,3.442500,3.745000,3.380000,3.617500,3.361316,829154000
2013-06-01,3.622500,3.870000,3.457500,3.510000,3.277995,929570800
2013-07-01,3.535000,3.695000,3.490000,3.610000,3.371385,522999200
2013-08-01,3.622500,3.850000,3.277500,3.687500,3.443763,785706400
2013-09-01,3.697500,4.025000,3.667500,3.890000,3.651196,481993200
2013-10-01,3.895000,4.002500,3.750000,3.797500,3.564374,577261200
2013-11-01,3.817500,4.080000,3.630000,3.900000,3.660582,662947600
2013-12-01,3.885000,4.025000,3.725000,4.005000,3.779495,616797600
2014-01-01,3.980000,4.110000,3.832500,3.925000,3.703998,542105200
2014-02-01,3.952500,4.762500,3.830000,4.595000,4.336274,772256800
2014-03-01,4.492500,4.742500,4.390000,4.477500,4.244470,721798800
2014-04-01,4.620000,4.865000,4.470000,4.617500,4.377183,693700800
2014-05-01,4.687500,4.782500,4.427500,4.750000,4.502787,561260000
2014-06-01,4.765000,4.932500,4.557500,4.635000,4.414009,527713200
2014-07-01,4.630000,4.900000,4.355000,4.375000,4.166406,626903600
2014-08-01,4.375000,4.872500,4.335000,4.862500,4.630662,607985200
2014-09-01,4.875000,5.037500,4.555000,4.612500,4.412013,551238800
2014-10-01,4.620000,4.887500,4.192500,4.885000,4.672669,660721200
2014-11-01,4.997500,5.272500,4.845000,5.242500,5.014629,464309600
2014-12-01,5.220000,5.312500,4.775000,5.012500,4.814916,425700400
2015-01-01,5.032500,5.187500,4.770000,4.800000,4.610793,414035200
2015-02-01,4.830000,5.625000,4.735000,5.515000,5.297610,419354000
2015-03-01,5.500000,5.902500,5.115000,5.232500,5.045599,731044400
2015-04-01,5.252500,5.710000,5.162500,5.550000,5.351758,567365200
2015-05-01,5.595000,5.720000,5.095000,5.532500,5.334883,708133600
2015-06-01,5.567500,5.650000,4.992500,5.027500,4.870361,733383200
2015-07-01,5.152500,5.225000,4.772500,4.987500,4.831610,548040400
2015-08-01,5.027500,5.987500,4.962500,5.620000,5.444343,946949200
2015-09-01,5.457500,6.170000,5.350000,6.162500,5.995003,648020800
2015-10-01,6.162500,7.195000,5.867500,7.092500,6.899726,805231600
2015-11-01,7.115000,7.985000,6.907500,7.930000,7.714463,734481600
2015-12-01,8.000000,8.485000,7.992500,8.240000,8.046477,562717200
2016-01-01,8.072500,8.360000,6.612500,7.322500,7.150524,813898000
2016-02-01,7.315000,8.030000,6.187500,7.840000,7.655871,900004800
2016-03-01,7.860000,9.062500,7.760000,8.907500,8.729987,657790400
2016-04-01,8.852500,9.365000,8.657500,8.882500,8.705487,673425200
2016-05-01,8.967500,11.705000,8.600000,11.680000,11.447241,1036783600
2016-06-01,11.625000,12.135000,11.142500,11.752500,11.548203,819790000
2016-07-01,11.687500,14.312500,11.507500,14.275000,14.026854,721005200
2016-08-01,14.335000,15.875000,13.875000,15.335000,15.068427,930512000
2016-09-01,15.347500,17.297501,14.330000,17.129999,16.863241,866525200
2016-10-01,17.129999,18.237499,15.925000,17.790001,17.512966,655156800
2016-11-01,17.855000,23.812500,16.645000,23.049999,22.691055,1276746400
2016-12-01,23.025000,29.982500,21.192499,26.684999,26.308779,1808222800
2017-01-01,26.100000,27.972500,24.777500,27.295000,26.910179,1339684000
2017-02-01,27.645000,30.230000,23.924999,25.370001,25.012321,1420678800
2017-03-01,25.947500,27.500000,23.792500,27.232500,26.882444,1428896000
2017-04-01,27.237499,27.412500,23.872499,26.075001,25.739826,957257200
2017-05-01,26.184999,36.750000,25.577499,36.087502,35.623631,1920944400
2017-06-01,36.247501,42.125000,35.527500,36.139999,35.713024,2344552000
2017-07-01,36.262501,42.482498,34.645000,40.627499,40.147495,1549101600
2017-08-01,40.532501,43.639999,38.227501,42.360001,41.859528,1472821600
2017-09-01,42.487499,47.799999,40.677502,44.692501,44.203365,1444733600
2017-10-01,45.200001,51.972500,44.250000,51.702499,51.136631,1142266400
2017-11-01,52.337502,54.667500,47.807499,50.177502,49.628330,1183089600
2017-12-01,49.827499,50.075001,45.145000,48.375000,47.878796,1011221600
2018-01-01,48.945000,62.317501,48.625000,61.450001,60.819672,1145621600
2018-02-01,59.630001,62.992500,51.000000,60.500000,59.879425,1491552800
2018-03-01,60.477501,63.625000,54.250000,57.897499,57.339218,1411844000
2018-04-01,57.185001,59.812500,52.575001,56.224998,55.682854,1114400800
2018-05-01,56.142502,65.125000,55.549999,63.047501,62.439568,1197824000
2018-06-01,63.500000,67.300003,58.752499,59.224998,58.690212,878554000
2018-07-01,58.522499,64.150002,58.314999,61.215000,60.662228,632187600
2018-08-01,61.532501,70.430000,59.680000,70.169998,69.536369,1091783600
2018-09-01,70.037498,71.305000,64.669998,70.254997,69.658676,634020000
2018-10-01,71.040001,73.190002,44.002499,52.707500,52.260124,1297797600
2018-11-01,53.075001,55.500000,33.327499,40.857498,40.510712,1616234000
2018-12-01,43.150002,43.669998,31.115000,33.375000,33.124828,1245140800
2019-01-01,32.660000,40.220001,31.922501,35.937500,35.668125,1687099200
2019-02-01,36.125000,41.320000,35.645000,38.564999,38.275921,1144572800
2019-03-01,39.067501,46.250000,36.200001,44.889999,44.599430,1206854000
2019-04-01,45.814999,48.367500,43.325001,45.250000,44.957104,943778000
2019-05-01,45.777500,46.217499,33.847500,33.865002,33.645802,1118075200
2019-06-01,33.977501,41.342499,33.150002,41.057499,40.838291,823334000
2019-07-01,43.142502,44.722500,38.750000,42.180000,41.954800,841598400
2019-08-01,42.285000,43.362499,36.847500,41.877499,41.653919,945032800
2019-09-01,41.145000,47.099998,40.812500,43.517502,43.328003,634776800
2019-10-01,43.750000,52.224998,42.532501,50.255001,50.036175,769617200
2019-11-01,49.900002,55.352501,49.647499,54.185001,53.949062,732180000
2019-12-01,54.115002,60.452499,50.092499,58.825001,58.612068,654353200
2020-01-01,59.687500,64.875000,57.817501,59.107498,58.893551,612541200
2020-02-01,58.924999,79.080002,58.862499,67.517502,67.273117,1184865200
2020-03-01,69.224998,71.222504,45.169998,65.900002,65.700752,1577395200
2020-04-01,63.912498,76.050003,59.597500,73.070000,72.849052,1127830400
2020-05-01,71.087502,91.817497,70.209999,88.754997,88.486626,1254887600
2020-06-01,88.332497,96.425003,86.580002,94.977501,94.690308,971946400
2020-07-01,95.207497,107.922501,94.129997,106.147499,105.874832,809445200
2020-08-01,107.324997,135.750000,107.152496,133.744995,133.401428,967254400
2020-09-01,134.800003,147.267502,117.042503,135.304993,134.957413,1585655200
2020-10-01,137.580002,143.485001,123.000000,125.339996,125.055443,802235600
2020-11-01,126.577499,146.914993,123.949997,134.014999,133.710739,759482000
2020-12-01,134.922501,137.312500,127.632500,130.550003,130.253601,512099600
2021-01-01,131.042496,139.992493,125.860001,129.897507,129.640884,615417200
2021-02-01,130.532501,153.725006,129.027496,137.145004,136.874054,668032400
2021-03-01,138.750000,139.250000,115.665001,133.482498,133.218796,764865600
2021-04-01,135.722504,162.142502,135.112503,150.095001,149.850174,671879600
2021-05-01,151.250000,162.774994,134.589996,162.445007,162.180038,705438000
2021-06-01,162.699997,201.625000,159.032501,200.024994,199.698746,1027329200
2021-07-01,201.250000,208.750000,178.654999,194.990005,194.716583,782307700
2021-08-01,197.000000,230.429993,187.619995,223.850006,223.536087,641638600
2021-09-01,224.850006,229.860001,204.669998,207.160004,206.905991,499898600
2021-10-01,207.500000,257.089996,195.550003,255.669998,255.356506,497107800
2021-11-01,256.489990,346.470001,252.270004,326.760010,326.359314,1081117000
2021-12-01,332.190002,332.890015,271.450012,294.109985,293.749329,1105850500
2022-01-01,298.149994,307.109985,208.880005,244.860001,244.589706,1068216400
2022-02-01,251.039993,269.250000,208.899994,243.850006,243.580826,1064427000
2022-03-01,242.910004,289.459991,206.500000,272.859985,272.558777,1164459900
2022-04-01,273.750000,275.579987,182.899994,185.470001,185.296814,1111439000
2022-05-01,185.410004,204.000000,155.669998,186.720001,186.545670,1383302100
2022-06-01,187.240005,196.190002,148.619995,151.589996,151.448441,1055479100
2022-07-01,148.990005,182.440002,140.550003,181.630005,181.498795,1056447600
2022-08-01,181.820007,192.740005,149.589996,150.940002,150.830948,1206964800
2022-09-01,142.089996,145.470001,119.459999,121.389999,121.302307,1313057800
2022-10-01,123.470001,138.500000,108.129997,134.970001,134.912567,1254927700
2022-11-01,138.110001,169.979996,129.559998,169.229996,169.157974,1060060300
2022-12-01,169.990005,187.899994,138.839996,146.139999,146.115189,894615200
